"Code","Year","Entity","Fossil.fuels..TWh.growth...sub.method.","Coal..TWh.growth...sub.method.","Gas..TWh.growth...sub.method.","Oil..TWh.growth...sub.method.","region","sub.region"
"TTO",1980,"Trinidad and Tobago",-1.904,0,3.256,-5.16,"Americas","Latin America and the Caribbean"
"TTO",2015,"Trinidad and Tobago",-6.811,0,-9.053,2.242,"Americas","Latin America and the Caribbean"
"TTO",1971,"Trinidad and Tobago",0.368,0,-0.485,0.853,"Americas","Latin America and the Caribbean"
"TTO",1979,"Trinidad and Tobago",-6.572,0,0.816,-7.388,"Americas","Latin America and the Caribbean"
"TTO",1987,"Trinidad and Tobago",-3.454,0,2.559,-6.013,"Americas","Latin America and the Caribbean"
"TTO",2011,"Trinidad and Tobago",-4.197,0,-2.588,-1.609,"Americas","Latin America and the Caribbean"
"TTO",1966,"Trinidad and Tobago",2.152,0,1.996,0.156,"Americas","Latin America and the Caribbean"
"TTO",1981,"Trinidad and Tobago",2.703,0,2.877,-0.174,"Americas","Latin America and the Caribbean"
"TTO",2010,"Trinidad and Tobago",17.46,0,16.516,0.944,"Americas","Latin America and the Caribbean"
"TTO",1977,"Trinidad and Tobago",2.164,0,3.033,-0.869,"Americas","Latin America and the Caribbean"
"TTO",1974,"Trinidad and Tobago",-2.259,0,-1.598,-0.661,"Americas","Latin America and the Caribbean"
"TTO",1983,"Trinidad and Tobago",-1.44,0,1.366,-2.806,"Americas","Latin America and the Caribbean"
"TTO",1982,"Trinidad and Tobago",8.836,0,6.722,2.114,"Americas","Latin America and the Caribbean"
"TTO",1968,"Trinidad and Tobago",1.176,0,0.73,0.447,"Americas","Latin America and the Caribbean"
"TTO",2013,"Trinidad and Tobago",4.195,0,1.196,2.999,"Americas","Latin America and the Caribbean"
"TTO",1969,"Trinidad and Tobago",1.228,0,0.079,1.15,"Americas","Latin America and the Caribbean"
"TTO",2009,"Trinidad and Tobago",-1.807,0,-0.696,-1.111,"Americas","Latin America and the Caribbean"
"TTO",2012,"Trinidad and Tobago",-3.573,0,-2.453,-1.12,"Americas","Latin America and the Caribbean"
"TTO",1988,"Trinidad and Tobago",5.753,0,6.901,-1.148,"Americas","Latin America and the Caribbean"
"TUR",1973,"Turkey",25.883,1.314,0,24.569,"Asia","Western Asia"
"TUR",2005,"Turkey",41.621,0.826,45.548,-4.753,"Asia","Western Asia"
"TUR",2004,"Turkey",34.164,14.77,11.203,8.191,"Asia","Western Asia"
"TUR",1970,"Turkey",9.913,5.234,0,4.679,"Asia","Western Asia"
"TUR",1999,"Turkey",0.785,-17.771,20.213,-1.657,"Asia","Western Asia"
"TUR",2007,"Turkey",92.197,38.333,46.937,6.928,"Asia","Western Asia"
"TUR",1978,"Turkey",14.444,1.082,0,13.362,"Asia","Western Asia"
"TUR",2003,"Turkey",46.684,17.945,34.087,-5.348,"Asia","Western Asia"
"TUR",1979,"Turkey",-20.109,1.872,0,-21.981,"Asia","Western Asia"
"TUR",1998,"Turkey",13.695,9.071,5.266,-0.643,"Asia","Western Asia"
"TUR",1992,"Turkey",18.098,-0.721,3.725,15.094,"Asia","Western Asia"
"TUR",2006,"Turkey",95.976,46.648,34.738,14.59,"Asia","Western Asia"
"TUR",1997,"Turkey",37.25,25.342,17.379,-5.47,"Asia","Western Asia"
"TUR",1976,"Turkey",22.39,3.373,0,19.017,"Asia","Western Asia"
"TUR",2002,"Turkey",46.396,9.537,12.936,23.924,"Asia","Western Asia"
"TUR",1984,"Turkey",11.768,12.758,-0.01,-0.981,"Asia","Western Asia"
"TUR",2000,"Turkey",66.174,28.226,20.912,17.036,"Asia","Western Asia"
"TUR",2001,"Turkey",-58.457,-46.613,13.989,-25.833,"Asia","Western Asia"
"TUR",1981,"Turkey",-0.974,1.698,0,-2.672,"Asia","Western Asia"
"TUR",2008,"Turkey",10.297,1.535,14.075,-5.314,"Asia","Western Asia"
"TUR",1994,"Turkey",-10.764,0.547,2.863,-14.173,"Asia","Western Asia"
"TUR",2009,"Turkey",6.216,15.142,-15.76,6.834,"Asia","Western Asia"
"TUR",1972,"Turkey",17.244,4.047,0,13.197,"Asia","Western Asia"
"TUR",1983,"Turkey",19.382,9.409,0.034,9.94,"Asia","Western Asia"
"TUR",1975,"Turkey",16.434,2.547,0,13.887,"Asia","Western Asia"
"TUR",2018,"Turkey",-48.415,16.308,-43.356,-21.368,"Asia","Western Asia"
"TUR",1967,"Turkey",3.335,-5.396,0,8.732,"Asia","Western Asia"
"TUR",1990,"Turkey",28.936,10.851,2.107,15.979,"Asia","Western Asia"
"TUR",1995,"Turkey",60.409,8.083,14.765,37.562,"Asia","Western Asia"
"TUR",1968,"Turkey",15.519,3.663,0,11.856,"Asia","Western Asia"
"TUR",1996,"Turkey",50.097,24.016,10.657,15.424,"Asia","Western Asia"
"TUR",2010,"Turkey",17.42,6.28,20.988,-9.848,"Asia","Western Asia"
"TUR",1993,"Turkey",30.492,-14.828,4.127,41.193,"Asia","Western Asia"
"TUR",1969,"Turkey",10.805,2.849,0,7.955,"Asia","Western Asia"
"TUR",1991,"Turkey",12.969,12.735,7.267,-7.033,"Asia","Western Asia"
"TUR",1977,"Turkey",24.123,2.186,0,21.936,"Asia","Western Asia"
"TUR",1966,"Turkey",12.942,4.815,0,8.127,"Asia","Western Asia"
"TUR",2014,"Turkey",91.854,53.054,26.8,12,"Asia","Western Asia"
"TUR",1974,"Turkey",1.817,5.501,0,-3.684,"Asia","Western Asia"
"TUR",1987,"Turkey",38.905,8.513,0.996,29.396,"Asia","Western Asia"
"TUR",2017,"Turkey",109.241,11.652,70.635,26.954,"Asia","Western Asia"
"TUR",2015,"Turkey",59.231,-16.119,-6.875,82.225,"Asia","Western Asia"
"TUR",2012,"Turkey",64.122,30.426,14.793,18.902,"Asia","Western Asia"
"TUR",2013,"Turkey",-23.701,-57.345,6.473,27.172,"Asia","Western Asia"
"TUR",1982,"Turkey",23.258,10.269,0.34,12.649,"Asia","Western Asia"
"TUR",1980,"Turkey",8.132,4.524,0,3.608,"Asia","Western Asia"
"TUR",1986,"Turkey",35.013,13.944,3.533,17.536,"Asia","Western Asia"
"TUR",1989,"Turkey",22.801,19.783,18.834,-15.816,"Asia","Western Asia"
"TUR",1988,"Turkey",17.21,-5.35,6.358,16.202,"Asia","Western Asia"
"TUR",2016,"Turkey",64.567,43.234,-14.544,35.877,"Asia","Western Asia"
"TUR",2011,"Turkey",80.388,28.387,60.188,-8.187,"Asia","Western Asia"
"TUR",2019,"Turkey",-34.337,-3.981,-40.124,9.768,"Asia","Western Asia"
"TUR",1971,"Turkey",16.963,1.512,0,15.451,"Asia","Western Asia"
"TUR",1985,"Turkey",32.519,22.841,0.105,9.572,"Asia","Western Asia"
"TWN",2003,"Taiwan",54.208,29.239,2.62,22.349,"Asia","Eastern Asia"
"TWN",2005,"Taiwan",10.087,13.938,0.837,-4.688,"Asia","Eastern Asia"
"TWN",1973,"Taiwan",25.065,-2.814,2.026,25.854,"Asia","Eastern Asia"
"TWN",2001,"Taiwan",39.443,16.265,5.22,17.957,"Asia","Eastern Asia"
"TWN",1970,"Taiwan",9.309,-0.744,-0.304,10.357,"Asia","Eastern Asia"
"TWN",2002,"Taiwan",39.318,28.862,8.634,1.823,"Asia","Eastern Asia"
"TWN",2006,"Taiwan",26.111,19.708,7.498,-1.095,"Asia","Eastern Asia"
"TWN",1992,"Taiwan",30.512,20.94,-0.257,9.83,"Asia","Eastern Asia"
"TWN",1983,"Taiwan",21.35,16.491,0.496,4.363,"Asia","Eastern Asia"
"TWN",1979,"Taiwan",8.101,7.815,-0.712,0.998,"Asia","Eastern Asia"
"TWN",1975,"Taiwan",14.793,-2.152,-0.114,17.059,"Asia","Eastern Asia"
"TWN",1967,"Taiwan",6.971,0.512,0.756,5.704,"Asia","Eastern Asia"
"TWN",1999,"Taiwan",94.507,57.326,1.09,36.091,"Asia","Eastern Asia"
"TWN",1994,"Taiwan",36.628,7.309,6.867,22.452,"Asia","Eastern Asia"
"TWN",1984,"Taiwan",5.597,10.19,0.087,-4.68,"Asia","Eastern Asia"
"TWN",2009,"Taiwan",-19.477,-18.329,-2.992,1.844,"Asia","Eastern Asia"
"TWN",2004,"Taiwan",55.86,11.626,18.217,26.017,"Asia","Eastern Asia"
"TWN",2000,"Taiwan",20.812,0,4.939,15.873,"Asia","Eastern Asia"
"TWN",2007,"Taiwan",50.419,17.483,6.751,26.185,"Asia","Eastern Asia"
"TWN",1976,"Taiwan",41.659,1.314,3.885,36.46,"Asia","Eastern Asia"
"TWN",1981,"Taiwan",-32.52,-3.431,-3.031,-26.058,"Asia","Eastern Asia"
"TWN",1966,"Taiwan",4.797,-0.186,0.282,4.701,"Asia","Eastern Asia"
"TWN",1998,"Taiwan",45.037,20.682,9.619,14.735,"Asia","Eastern Asia"
"TWN",1989,"Taiwan",38.046,5.545,0.097,32.404,"Asia","Eastern Asia"
"TWN",2019,"Taiwan",-51.181,-18.838,-4.023,-28.319,"Asia","Eastern Asia"
"TWN",1974,"Taiwan",-11.013,0.43,0.799,-12.242,"Asia","Eastern Asia"
"TWN",2011,"Taiwan",-15.46,20.618,15.602,-51.679,"Asia","Eastern Asia"
"TWN",1993,"Taiwan",45.017,17.927,1.424,25.665,"Asia","Eastern Asia"
"TWN",1997,"Taiwan",55.633,30.603,7.682,17.347,"Asia","Eastern Asia"
"TWN",1978,"Taiwan",33.079,2.791,-0.312,30.599,"Asia","Eastern Asia"
"TWN",1991,"Taiwan",33.487,11.539,9.608,12.339,"Asia","Eastern Asia"
"TWN",1972,"Taiwan",7.638,-1.337,1.854,7.121,"Asia","Eastern Asia"
"TWN",2008,"Taiwan",-70.332,-19.917,10.211,-60.625,"Asia","Eastern Asia"
"TWN",1996,"Taiwan",27.171,24.423,0.886,1.862,"Asia","Eastern Asia"
"TWN",1982,"Taiwan",-5.401,6.079,-4.109,-7.371,"Asia","Eastern Asia"
"TWN",1969,"Taiwan",6.816,-2.896,1.209,8.503,"Asia","Eastern Asia"
"TWN",1987,"Taiwan",17.777,7.8,0.13,9.847,"Asia","Eastern Asia"
"TWN",1968,"Taiwan",8.603,0.279,1.37,6.954,"Asia","Eastern Asia"
"TWN",1990,"Taiwan",17.69,-1.697,8.007,11.38,"Asia","Eastern Asia"
"TWN",2017,"Taiwan",29.498,9.755,22.797,-3.054,"Asia","Eastern Asia"
"TWN",1985,"Taiwan",43.197,4.379,-1.443,40.261,"Asia","Eastern Asia"
"TWN",1995,"Taiwan",42.837,5.819,4.572,32.446,"Asia","Eastern Asia"
"TWN",2014,"Taiwan",31.812,4.69,9.303,17.819,"Asia","Eastern Asia"
"TWN",2012,"Taiwan",1.617,-6.68,8.453,-0.156,"Asia","Eastern Asia"
"TWN",1971,"Taiwan",26.875,-3.547,5.677,24.745,"Asia","Eastern Asia"
"TWN",1977,"Taiwan",21.604,3.419,1.094,17.091,"Asia","Eastern Asia"
"TWN",2013,"Taiwan",24.543,12.518,0.527,11.498,"Asia","Eastern Asia"
"TWN",1980,"Taiwan",15.746,6.885,0.682,8.178,"Asia","Eastern Asia"
"TWN",2015,"Taiwan",-0.292,-18.513,13.122,5.099,"Asia","Eastern Asia"
"TWN",2010,"Taiwan",66.801,24.68,30.13,11.99,"Asia","Eastern Asia"
"TWN",2018,"Taiwan",4.944,-0.805,4.171,1.579,"Asia","Eastern Asia"
"TWN",1988,"Taiwan",55.705,16.362,1.62,37.723,"Asia","Eastern Asia"
"TWN",1986,"Taiwan",39.611,17.001,-1.11,23.72,"Asia","Eastern Asia"
"TWN",2016,"Taiwan",29.291,6.843,7.85,14.598,"Asia","Eastern Asia"
"UKR",2003,"Ukraine",30.951,12.161,14.196,4.594,"Europe","Eastern Europe"
"UKR",2018,"Ukraine",23.134,21.277,3.786,-1.929,"Europe","Eastern Europe"
"UKR",1993,"Ukraine",-405.096,-92.28,-100.641,-212.175,"Europe","Eastern Europe"
"UKR",2015,"Ukraine",-193.788,-95.738,-83.284,-14.766,"Europe","Eastern Europe"
"UKR",1986,"Ukraine",42.528,-7.129,47.051,2.606,"Europe","Eastern Europe"
"UKR",2001,"Ukraine",-18.203,-11.83,-22.714,16.341,"Europe","Eastern Europe"
"UKR",2019,"Ukraine",-31.092,-14.379,-23.66,6.948,"Europe","Eastern Europe"
"UKR",1995,"Ukraine",-65.186,-6.819,-48.56,-9.807,"Europe","Eastern Europe"
"UKR",2007,"Ukraine",-7.489,29.712,-39.749,2.548,"Europe","Eastern Europe"
"UKR",2005,"Ukraine",2.248,4.915,5.678,-8.346,"Europe","Eastern Europe"
"UKR",2010,"Ukraine",73.928,27.691,56.52,-10.283,"Europe","Eastern Europe"
"UKR",2014,"Ukraine",-162.469,-68.047,-73.82,-20.602,"Europe","Eastern Europe"
"UKR",2002,"Ukraine",-10.474,2.747,-11.357,-1.863,"Europe","Eastern Europe"
"UKR",2004,"Ukraine",-19.036,-22.509,-5.678,9.151,"Europe","Eastern Europe"
"UKR",1992,"Ukraine",-363.255,-13.418,-169.517,-180.321,"Europe","Eastern Europe"
"UKR",2006,"Ukraine",18.104,32.624,-21.767,7.248,"Europe","Eastern Europe"
"UKR",2011,"Ukraine",59.07,37.67,15.663,5.737,"Europe","Eastern Europe"
"UKR",2016,"Ukraine",60.297,59.383,-5.678,6.593,"Europe","Eastern Europe"
"UKR",2017,"Ukraine",-88.108,-77.84,-12.303,2.035,"Europe","Eastern Europe"
"UKR",1990,"Ukraine",416.975,130.098,227.953,58.924,"Europe","Eastern Europe"
"UKR",2000,"Ukraine",-0.979,6.899,0.946,-8.824,"Europe","Eastern Europe"
"UKR",2009,"Ukraine",-215.849,-68.943,-138.384,-8.522,"Europe","Eastern Europe"
"UKR",1987,"Ukraine",40.781,-8.911,19.425,30.266,"Europe","Eastern Europe"
"UKR",2008,"Ukraine",-46.302,-9.99,-33.124,-3.188,"Europe","Eastern Europe"
"UKR",1991,"Ukraine",-235.618,-108.541,-60.206,-66.871,"Europe","Eastern Europe"
"UKR",1994,"Ukraine",-320.061,-151.751,-109.471,-58.839,"Europe","Eastern Europe"
"UKR",1996,"Ukraine",-87.147,-146.82,115.349,-55.676,"Europe","Eastern Europe"
"UKR",2012,"Ukraine",-34.991,14.282,-42.882,-6.391,"Europe","Eastern Europe"
"UKR",1988,"Ukraine",-65.27,-55.247,54.74,-64.763,"Europe","Eastern Europe"
"UKR",1997,"Ukraine",-98.526,-10.877,-83.284,-4.365,"Europe","Eastern Europe"
"UKR",1999,"Ukraine",20.25,-4.851,43.535,-18.434,"Europe","Eastern Europe"
"UKR",1998,"Ukraine",-39.427,10.806,-55.838,5.606,"Europe","Eastern Europe"
"UKR",2013,"Ukraine",-64.719,-15.014,-41.396,-8.308,"Europe","Eastern Europe"
"UKR",1989,"Ukraine",-102.4,-80.791,10.59,-32.198,"Europe","Eastern Europe"
"USA",2009,"United States",-1394.278,-750.679,-112.631,-530.969,"Americas","Northern America"
"USA",1973,"United States",723.073,249.065,-49.005,523.013,"Americas","Northern America"
"USA",2000,"United States",625.106,266.441,241.278,117.387,"Americas","Northern America"
"USA",2001,"United States",-480.145,-185.22,-277.327,-17.598,"Americas","Northern America"
"USA",2004,"United States",459.031,40.445,24.377,394.21,"Americas","Northern America"
"USA",1983,"United States",-190.933,159.495,-299.474,-50.954,"Americas","Northern America"
"USA",2003,"United States",98.565,116.083,-179.212,161.693,"Americas","Northern America"
"USA",1994,"United States",397.521,20.691,131.662,245.169,"Americas","Northern America"
"USA",1970,"United States",585.627,-32.578,294.552,323.654,"Americas","Northern America"
"USA",2006,"United States",-326.921,-97.274,-86.152,-143.494,"Americas","Northern America"
"USA",2008,"United States",-786.925,-100.795,47.529,-733.659,"Americas","Northern America"
"USA",1988,"United States",825.911,233.275,213.278,379.358,"Americas","Northern America"
"USA",1985,"United States",-104.042,113.54,-182.032,-35.551,"Americas","Northern America"
"USA",1976,"United States",1047.828,256.501,104.858,686.47,"Americas","Northern America"
"USA",2005,"United States",13.553,91.975,-94.348,15.926,"Americas","Northern America"
"USA",1998,"United States",126.282,58.56,-103.525,171.246,"Americas","Northern America"
"USA",1967,"United States",453.697,-63.85,250.432,267.114,"Americas","Northern America"
"USA",1981,"United States",-629.669,134.954,-128.756,-635.866,"Americas","Northern America"
"USA",2007,"United States",390.875,84.167,375.606,-68.898,"Americas","Northern America"
"USA",1978,"United States",-149.953,-43.58,18.434,-124.807,"Americas","Northern America"
"USA",1989,"United States",362.016,62.212,304.199,-4.396,"Americas","Northern America"
"USA",2011,"United States",-427.592,-327.47,100.174,-200.296,"Americas","Northern America"
"USA",1991,"United States",-134.262,-50.384,113.363,-197.242,"Americas","Northern America"
"USA",2002,"United States",197.339,-2.862,194.532,5.668,"Americas","Northern America"
"USA",2019,"United States",-305.371,-539.28,267.031,-33.122,"Americas","Northern America"
"USA",1966,"United States",809.085,156.602,323.55,328.933,"Americas","Northern America"
"USA",1997,"United States",292.428,123.477,36.418,132.533,"Americas","Northern America"
"USA",1999,"United States",297.41,-9.243,20.838,285.816,"Americas","Northern America"
"USA",1984,"United States",935.983,327.469,309.337,299.177,"Americas","Northern America"
"USA",1975,"United States",-655.067,-0.026,-470.715,-184.327,"Americas","Northern America"
"USA",1971,"United States",281.599,-185.459,177.868,289.189,"Americas","Northern America"
"USA",1982,"United States",-1001.247,-163.137,-366.919,-471.19,"Americas","Northern America"
"USA",1979,"United States",310.81,354.707,175.513,-219.41,"Americas","Northern America"
"USA",2014,"United States",210.161,-11.415,152.376,69.2,"Americas","Northern America"
"USA",1968,"United States",947.767,116.08,333.627,498.06,"Americas","Northern America"
"USA",1974,"United States",-688.836,-85.923,-205.713,-397.2,"Americas","Northern America"
"USA",1995,"United States",276.18,49.91,248.749,-22.479,"Americas","Northern America"
"USA",1992,"United States",403.985,36.417,179.537,188.031,"Americas","Northern America"
"USA",1969,"United States",819.511,14.161,387.292,418.058,"Americas","Northern America"
"USA",2013,"United States",531.954,183.867,189.001,159.086,"Americas","Northern America"
"USA",2015,"United States",-269.564,-681.779,213.191,199.024,"Americas","Northern America"
"USA",2012,"United States",-548.898,-634.667,299.12,-213.35,"Americas","Northern America"
"USA",1972,"United States",894.057,133.225,60.438,700.394,"Americas","Northern America"
"USA",1980,"United States",-759.832,106.696,-113.513,-753.015,"Americas","Northern America"
"USA",1993,"United States",413.238,198.422,135.91,78.906,"Americas","Northern America"
"USA",1996,"United States",712.976,254.247,109.069,349.659,"Americas","Northern America"
"USA",2010,"United States",779.038,318.165,305.654,155.219,"Americas","Northern America"
"USA",1990,"United States",-180.607,28.642,0.389,-209.637,"Americas","Northern America"
"USA",1986,"United States",0.012,-60.701,-293.337,354.05,"Americas","Northern America"
"USA",2017,"United States",-97.226,-108.149,-91.07,101.992,"Americas","Northern America"
"USA",2016,"United States",-241.506,-368.337,55.194,71.637,"Americas","Northern America"
"USA",1987,"United States",670.127,208.269,276.54,185.317,"Americas","Northern America"
"USA",1977,"United States",541.965,94.115,-109.439,557.289,"Americas","Northern America"
"USA",2018,"United States",864.75,-163.134,799.501,228.383,"Americas","Northern America"
"UZB",2009,"Uzbekistan",-3.367,0.181,-0.578,-2.97,"Asia","Central Asia"
"UZB",2004,"Uzbekistan",8.884,2.532,4.716,1.636,"Asia","Central Asia"
"UZB",2001,"Uzbekistan",1.213,0.71,3.85,-3.347,"Asia","Central Asia"
"UZB",2000,"Uzbekistan",8.851,-1.402,10.491,-0.238,"Asia","Central Asia"
"UZB",2015,"Uzbekistan",-26.06,-1.759,-22.041,-2.26,"Asia","Central Asia"
"UZB",1987,"Uzbekistan",3.527,-3.265,14.12,-7.328,"Asia","Central Asia"
"UZB",1988,"Uzbekistan",28.454,1.633,-4.42,31.242,"Asia","Central Asia"
"UZB",2002,"Uzbekistan",13.423,0.148,14.63,-1.354,"Asia","Central Asia"
"UZB",2013,"Uzbekistan",2.437,5.355,-0.866,-2.051,"Asia","Central Asia"
"UZB",2007,"Uzbekistan",30.286,0.503,35.324,-5.54,"Asia","Central Asia"
"UZB",2005,"Uzbekistan",-16.555,0.986,9.048,-26.588,"Asia","Central Asia"
"UZB",2011,"Uzbekistan",31.334,0.806,33.124,-2.596,"Asia","Central Asia"
"UZB",2018,"Uzbekistan",17.703,5.737,12.844,-0.878,"Asia","Central Asia"
"UZB",2003,"Uzbekistan",-45.779,-2.742,-49.761,6.725,"Asia","Central Asia"
"UZB",2010,"Uzbekistan",-8.046,-0.08,-0.289,-7.677,"Asia","Central Asia"
"UZB",1993,"Uzbekistan",34.416,-2.85,31.781,5.486,"Asia","Central Asia"
"UZB",1999,"Uzbekistan",67.49,-0.003,65.258,2.236,"Asia","Central Asia"
"UZB",2019,"Uzbekistan",-13.986,-3.431,-9.722,-0.832,"Asia","Central Asia"
"UZB",2006,"Uzbekistan",-35.91,0.344,-36.19,-0.064,"Asia","Central Asia"
"UZB",2016,"Uzbekistan",-33.477,-1.044,-30.174,-2.258,"Asia","Central Asia"
"UZB",2008,"Uzbekistan",-27.1,1.063,-27.046,-1.117,"Asia","Central Asia"
"UZB",1990,"Uzbekistan",-16.436,0.98,21.105,-38.521,"Asia","Central Asia"
"UZB",1994,"Uzbekistan",-8.757,0.124,6.18,-15.061,"Asia","Central Asia"
"UZB",1997,"Uzbekistan",-3.269,-0.063,-7.989,4.782,"Asia","Central Asia"
"UZB",2017,"Uzbekistan",-0.68,2.719,-2.257,-1.141,"Asia","Central Asia"
"UZB",1989,"Uzbekistan",12.589,2.286,17.66,-7.356,"Asia","Central Asia"
"UZB",1991,"Uzbekistan",8.142,-1.802,2.735,7.21,"Asia","Central Asia"
"UZB",1992,"Uzbekistan",-25.868,-4.14,1.76,-23.488,"Asia","Central Asia"
"UZB",2014,"Uzbekistan",21.066,-0.909,23.966,-1.991,"Asia","Central Asia"
"UZB",1996,"Uzbekistan",15.071,-0.682,16.525,-0.773,"Asia","Central Asia"
"UZB",1998,"Uzbekistan",0.516,0.027,1.636,-1.147,"Asia","Central Asia"
"UZB",1986,"Uzbekistan",-5.451,2.286,-11.206,3.469,"Asia","Central Asia"
"UZB",2012,"Uzbekistan",-14.786,0.828,-11.179,-4.435,"Asia","Central Asia"
"UZB",1995,"Uzbekistan",-7.101,-2.181,9.72,-14.64,"Asia","Central Asia"
"VEN",1972,"Venezuela",11.167,0.089,-0.5,11.578,"Americas","Latin America and the Caribbean"
"VEN",2007,"Venezuela",2.772,-1.265,23.22,-19.183,"Americas","Latin America and the Caribbean"
"VEN",1993,"Venezuela",-7.569,0.289,19.003,-26.861,"Americas","Latin America and the Caribbean"
"VEN",1985,"Venezuela",6.247,0.51,0.283,5.455,"Americas","Latin America and the Caribbean"
"VEN",1976,"Venezuela",22.872,-1.008,25.019,-1.14,"Americas","Latin America and the Caribbean"
"VEN",2013,"Venezuela",-27.938,-0.008,-23.07,-4.859,"Americas","Latin America and the Caribbean"
"VEN",1978,"Venezuela",7.684,-2.06,1.282,8.462,"Americas","Latin America and the Caribbean"
"VEN",2005,"Venezuela",17.825,0.433,-10.945,28.336,"Americas","Latin America and the Caribbean"
"VEN",1970,"Venezuela",-0.601,0,-6.183,5.582,"Americas","Latin America and the Caribbean"
"VEN",2009,"Venezuela",-0.547,1.121,-6.827,5.16,"Americas","Latin America and the Caribbean"
"VEN",2008,"Venezuela",23.618,0.025,-23.675,47.268,"Americas","Latin America and the Caribbean"
"VEN",1994,"Venezuela",44.417,0.314,14.946,29.157,"Americas","Latin America and the Caribbean"
"VEN",1973,"Venezuela",34.169,1.42,19.114,13.635,"Americas","Latin America and the Caribbean"
"VEN",2006,"Venezuela",84.912,2.445,45.099,37.367,"Americas","Latin America and the Caribbean"
"VEN",2001,"Venezuela",54.144,-0.968,18.526,36.586,"Americas","Latin America and the Caribbean"
"VEN",1984,"Venezuela",3.001,0.135,18.426,-15.56,"Americas","Latin America and the Caribbean"
"VEN",1977,"Venezuela",32.483,1.056,11.849,19.578,"Americas","Latin America and the Caribbean"
"VEN",2004,"Venezuela",59.081,-0.501,35.309,24.273,"Americas","Latin America and the Caribbean"
"VEN",2011,"Venezuela",26.554,0.068,20.596,5.891,"Americas","Latin America and the Caribbean"
"VEN",1966,"Venezuela",1.745,0.012,3.652,-1.918,"Americas","Latin America and the Caribbean"
"VEN",1982,"Venezuela",7.246,-0.772,11.072,-3.054,"Americas","Latin America and the Caribbean"
"VEN",1999,"Venezuela",-35.287,0.008,-54.673,19.378,"Americas","Latin America and the Caribbean"
"VEN",1997,"Venezuela",30.377,0.212,12.199,17.966,"Americas","Latin America and the Caribbean"
"VEN",1990,"Venezuela",28.642,-0.688,26.945,2.385,"Americas","Latin America and the Caribbean"
"VEN",1989,"Venezuela",3.368,3.859,5.661,-6.152,"Americas","Latin America and the Caribbean"
"VEN",1988,"Venezuela",12.572,-0.831,4.895,8.507,"Americas","Latin America and the Caribbean"
"VEN",1992,"Venezuela",41.904,0.042,-3.164,45.025,"Americas","Latin America and the Caribbean"
"VEN",2010,"Venezuela",-30.697,-0.441,-29.5,-0.756,"Americas","Latin America and the Caribbean"
"VEN",2003,"Venezuela",-84.96,0.289,-35.426,-49.823,"Americas","Latin America and the Caribbean"
"VEN",1968,"Venezuela",12.829,0.012,2.786,10.031,"Americas","Latin America and the Caribbean"
